pid,name,brand,invoice_id,quantity,discount,totalprice,invoice_id,partner_id,customer_id,dateofcreation,grandtotal
34983,Abamune Tablet,Abamune Tablet,1176,3,10,4.05,1176,2,1,2020-06-07 01:44:55,2440.19
34983,Abamune Tablet,Abamune Tablet,1178,1,10,1.35,1178,2,31,2020-06-07 01:50:41,303.35
34983,Abamune Tablet,Abamune Tablet,1179,1,10,1.35,1179,2,1,2020-06-07 01:51:15,386.15
34983,Abamune Tablet,Abamune Tablet,1180,62,10,83.7,1180,2,1,2020-06-07 01:53:36,2006.69
415830,Crocin 120 Suspension Strawberry,Crocin 120 Suspension Strawberry,1082,6,10,1938,1082,2,31,2020-05-29 17:02:03,1938
415830,Crocin 120 Suspension Strawberry,Crocin 120 Suspension Strawberry,1149,5,10,1453.5,1149,2,1,2020-06-06 13:56:07,1817.1
415830,Crocin 120 Suspension Strawberry,Crocin 120 Suspension Strawberry,1172,5,10,1453.5,1172,2,1,2020-06-07 01:32:21,1457.55
415830,Crocin 120 Suspension Strawberry,Crocin 120 Suspension Strawberry,1179,1,10,290.7,1179,2,1,2020-06-07 01:51:15,386.15
415830,Crocin 120 Suspension Strawberry,Crocin 120 Suspension Strawberry,1180,4,10,1162.8,1180,2,1,2020-06-07 01:53:36,2006.69
415830,Crocin 120 Suspension Strawberry,Crocin 120 Suspension Strawberry,1185,1,10,290.7,1185,2,1,2020-06-07 02:54:08,592.7
415830,Crocin 120 Suspension Strawberry,Crocin 120 Suspension Strawberry,1190,1,10,290.7,1190,2,1,2020-06-07 02:59:21,588.6
415830,Crocin 120 Suspension Strawberry,Crocin 120 Suspension Strawberry,1194,1,10,290.7,1194,2,54,2020-06-07 03:04:49,290.7
415830,Crocin 120 Suspension Strawberry,Crocin 120 Suspension Strawberry,1206,2,10,581.4,1206,2,1,2020-06-07 03:53:11,879.3
415830,Crocin 120 Suspension Strawberry,Crocin 120 Suspension Strawberry,1208,2,10,581.4,1208,2,2,2020-06-07 06:02:08,1558.4
415830,Crocin 120 Suspension Strawberry,Crocin 120 Suspension Strawberry,1739,1,10,290.7,1739,2,1,2020-06-19 03:22:27,291
415830,Crocin 120 Suspension Strawberry,Crocin 120 Suspension Strawberry,1745,1,10,290.7,1745,2,1,2020-06-19 03:41:28,337
415830,Crocin 120 Suspension Strawberry,Crocin 120 Suspension Strawberry,1110,1,10,423,1110,2,1,2020-05-31 21:58:47,490.4
300003,Atlagra 100mg Tablet,Atlagra 100mg Tablet,1103,23,10,7866,1103,2,1,2020-05-31 20:08:12,786.6
300003,Atlagra 100mg Tablet,Atlagra 100mg Tablet,1104,23,10,7866,1104,2,1,2020-05-31 20:10:00,786.6
300003,Atlagra 100mg Tablet,Atlagra 100mg Tablet,1106,23,10,7866,1106,2,1,2020-05-31 20:47:43,1573.2
300003,Atlagra 100mg Tablet,Atlagra 100mg Tablet,1106,23,10,7866,1106,2,1,2020-05-31 20:47:43,1573.2
300003,Atlagra 100mg Tablet,Atlagra 100mg Tablet,1109,23,10,7866,1109,2,1,2020-05-31 21:37:04,1550.2
300003,Atlagra 100mg Tablet,Atlagra 100mg Tablet,1110,1,10,342,1110,2,1,2020-05-31 21:58:47,490.4
300003,Atlagra 100mg Tablet,Atlagra 100mg Tablet,1114,23,10,7866,1114,2,1,2020-06-01 00:01:23,7061
300003,Atlagra 100mg Tablet,Atlagra 100mg Tablet,1115,23,10,7866,1115,2,1,2020-06-01 00:04:27,14950
300003,Atlagra 100mg Tablet,Atlagra 100mg Tablet,1116,23,10,7866,1116,2,1,2020-06-01 00:07:06,14950
300003,Atlagra 100mg Tablet,Atlagra 100mg Tablet,1117,23,10,7866,1117,2,1,2020-06-01 00:09:38,14950
300003,Atlagra 100mg Tablet,Atlagra 100mg Tablet,1118,23,10,7866,1118,2,1,2020-06-01 00:10:59,14950
300003,Atlagra 100mg Tablet,Atlagra 100mg Tablet,1119,23,10,7866,1119,2,1,2020-06-01 00:13:49,14950
300003,Atlagra 100mg Tablet,Atlagra 100mg Tablet,1120,23,10,7866,1120,2,1,2020-06-01 00:16:52,14950
300003,Atlagra 100mg Tablet,Atlagra 100mg Tablet,1121,23,10,7866,1121,2,1,2020-06-01 00:18:25,14950
300003,Atlagra 100mg Tablet,Atlagra 100mg Tablet,1122,23,10,7866,1122,2,1,2020-06-01 00:19:36,14950
300003,Atlagra 100mg Tablet,Atlagra 100mg Tablet,1123,23,10,7866,1123,2,1,2020-06-01 00:20:31,14851
132375,Volini 100mg Tablet SR,Volini 100mg Tablet SR,1105,3,10,993,1105,2,31,2020-05-31 20:42:12,993
132375,Volini 100mg Tablet SR,Volini 100mg Tablet SR,1107,1,10,331,1107,2,31,2020-05-31 21:31:48,373.2
132375,Volini 100mg Tablet SR,Volini 100mg Tablet SR,1108,7,10,2317,1108,2,31,2020-05-31 21:32:52,2317
132375,Volini 100mg Tablet SR,Volini 100mg Tablet SR,1150,1,10,297.9,1150,2,1,2020-06-06 14:06:30,595.4
132375,Volini 100mg Tablet SR,Volini 100mg Tablet SR,1151,1,10,297.9,1151,2,1,2020-06-06 14:08:51,599.5
132375,Volini 100mg Tablet SR,Volini 100mg Tablet SR,1152,1,10,297.9,1152,2,1,2020-06-06 14:12:31,599.5
132375,Volini 100mg Tablet SR,Volini 100mg Tablet SR,1155,1,10,297.9,1155,2,1,2020-06-06 18:19:00,487.4
132375,Volini 100mg Tablet SR,Volini 100mg Tablet SR,1156,1,10,297.9,1156,2,1,2020-06-06 18:26:07,509.5
132375,Volini 100mg Tablet SR,Volini 100mg Tablet SR,1157,1,10,297.9,1157,2,1,2020-06-06 18:28:40,689.5
132375,Volini 100mg Tablet SR,Volini 100mg Tablet SR,1158,1,10,297.9,1158,2,1,2020-06-06 18:30:22,870.4
132375,Volini 100mg Tablet SR,Volini 100mg Tablet SR,1159,1,10,297.9,1159,2,1,2020-06-07 00:24:10,559.9
132375,Volini 100mg Tablet SR,Volini 100mg Tablet SR,1160,1,10,297.9,1160,2,1,2020-06-07 00:27:22,559.9
132375,Volini 100mg Tablet SR,Volini 100mg Tablet SR,1161,1,10,297.9,1161,2,1,2020-06-07 00:32:15,397.4
132375,Volini 100mg Tablet SR,Volini 100mg Tablet SR,1173,4,10,1191.6,1173,2,1,2020-06-07 01:35:46,1192.95
132375,Volini 100mg Tablet SR,Volini 100mg Tablet SR,1174,1,10,297.9,1174,2,1,2020-06-07 01:37:37,299.25
132375,Volini 100mg Tablet SR,Volini 100mg Tablet SR,1175,4,10,1191.6,1175,2,1,2020-06-07 01:40:11,1192.95
132375,Volini 100mg Tablet SR,Volini 100mg Tablet SR,1176,6,10,1787.4,1176,2,1,2020-06-07 01:44:55,2440.19
132375,Volini 100mg Tablet SR,Volini 100mg Tablet SR,1178,1,10,297.9,1178,2,31,2020-06-07 01:50:41,303.35
132375,Volini 100mg Tablet SR,Volini 100mg Tablet SR,1180,1,10,297.9,1180,2,1,2020-06-07 01:53:36,2006.69
132375,Volini 100mg Tablet SR,Volini 100mg Tablet SR,1184,1,10,297.9,1184,2,1,2020-06-07 02:26:05,297.9
132375,Volini 100mg Tablet SR,Volini 100mg Tablet SR,1185,1,10,297.9,1185,2,1,2020-06-07 02:54:08,592.7
132375,Volini 100mg Tablet SR,Volini 100mg Tablet SR,1187,1,10,297.9,1187,2,1,2020-06-07 02:56:57,297.9
132375,Volini 100mg Tablet SR,Volini 100mg Tablet SR,1188,1,10,297.9,1188,2,1,2020-06-07 02:58:28,297.9
132375,Volini 100mg Tablet SR,Volini 100mg Tablet SR,1189,1,10,297.9,1189,2,1,2020-06-07 02:58:49,297.9
132375,Volini 100mg Tablet SR,Volini 100mg Tablet SR,1190,1,10,297.9,1190,2,1,2020-06-07 02:59:21,588.6
132375,Volini 100mg Tablet SR,Volini 100mg Tablet SR,1191,1,10,297.9,1191,2,1,2020-06-07 03:00:24,297.9
132375,Volini 100mg Tablet SR,Volini 100mg Tablet SR,1192,1,10,297.9,1192,2,1,2020-06-07 03:00:40,297.9
132375,Volini 100mg Tablet SR,Volini 100mg Tablet SR,1195,1,10,297.9,1195,2,55,2020-06-07 03:06:40,297.9
132375,Volini 100mg Tablet SR,Volini 100mg Tablet SR,1196,1,10,297.9,1196,2,56,2020-06-07 03:07:03,297.9
132375,Volini 100mg Tablet SR,Volini 100mg Tablet SR,1198,1,10,297.9,1198,2,58,2020-06-07 03:11:38,297.9
132375,Volini 100mg Tablet SR,Volini 100mg Tablet SR,1199,1,10,297.9,1199,2,59,2020-06-07 03:12:13,297.9
132375,Volini 100mg Tablet SR,Volini 100mg Tablet SR,1200,1,10,297.9,1200,2,60,2020-06-07 03:14:31,297.9
132375,Volini 100mg Tablet SR,Volini 100mg Tablet SR,1201,1,10,297.9,1201,2,61,2020-06-07 03:14:45,297.9
132375,Volini 100mg Tablet SR,Volini 100mg Tablet SR,1203,1,10,297.9,1203,2,62,2020-06-07 03:36:37,297.9
132375,Volini 100mg Tablet SR,Volini 100mg Tablet SR,1204,1,10,297.9,1204,2,37,2020-06-07 03:36:57,297.9
132375,Volini 100mg Tablet SR,Volini 100mg Tablet SR,1205,1,10,297.9,1205,2,58,2020-06-07 03:52:26,297.9
132375,Volini 100mg Tablet SR,Volini 100mg Tablet SR,1206,1,10,297.9,1206,2,1,2020-06-07 03:53:11,879.3
132375,Volini 100mg Tablet SR,Volini 100mg Tablet SR,1207,1,10,297.9,1207,2,1,2020-06-07 05:40:41,297.9
132375,Volini 100mg Tablet SR,Volini 100mg Tablet SR,1208,3,10,893.7,1208,2,2,2020-06-07 06:02:08,1558.4
132375,Volini 100mg Tablet SR,Volini 100mg Tablet SR,1364,3,10,893.7,1364,2,1,2020-06-13 04:13:34,905
132375,Volini 100mg Tablet SR,Volini 100mg Tablet SR,1445,1,10,297.9,1445,2,1,2020-06-14 07:25:33,298
132375,Volini 100mg Tablet SR,Volini 100mg Tablet SR,1473,5,10,1489.5,1473,2,1,2020-06-15 03:08:15,1490
132375,Volini 100mg Tablet SR,Volini 100mg Tablet SR,1593,1,10,297.9,1593,2,1,2020-06-17 05:12:06,298
132375,Volini 100mg Tablet SR,Volini 100mg Tablet SR,1604,1,10,297.9,1604,2,1,2020-06-17 05:18:39,298
132375,Volini 100mg Tablet SR,Volini 100mg Tablet SR,1736,1,10,297.9,1736,2,1,2020-06-19 03:20:07,298
132375,Volini 100mg Tablet SR,Volini 100mg Tablet SR,1738,1,10,297.9,1738,2,1,2020-06-19 03:20:23,298
300005,Love Guru 50mg Tablet,Love Guru 50mg Tablet,1109,23,10,7636,1109,2,1,2020-05-31 21:37:04,1550.2
300005,Love Guru 50mg Tablet,Love Guru 50mg Tablet,1110,1,10,332,1110,2,1,2020-05-31 21:58:47,490.4
300005,Love Guru 50mg Tablet,Love Guru 50mg Tablet,1114,23,10,7636,1114,2,1,2020-06-01 00:01:23,7061
300005,Love Guru 50mg Tablet,Love Guru 50mg Tablet,1115,23,10,7636,1115,2,1,2020-06-01 00:04:27,14950
300005,Love Guru 50mg Tablet,Love Guru 50mg Tablet,1116,23,10,7636,1116,2,1,2020-06-01 00:07:06,14950
300005,Love Guru 50mg Tablet,Love Guru 50mg Tablet,1117,23,10,7636,1117,2,1,2020-06-01 00:09:38,14950
300005,Love Guru 50mg Tablet,Love Guru 50mg Tablet,1118,23,10,7636,1118,2,1,2020-06-01 00:10:59,14950
300005,Love Guru 50mg Tablet,Love Guru 50mg Tablet,1119,23,10,7636,1119,2,1,2020-06-01 00:13:49,14950
300005,Love Guru 50mg Tablet,Love Guru 50mg Tablet,1120,23,10,7636,1120,2,1,2020-06-01 00:16:52,14950
300005,Love Guru 50mg Tablet,Love Guru 50mg Tablet,1121,23,10,7636,1121,2,1,2020-06-01 00:18:25,14950
300005,Love Guru 50mg Tablet,Love Guru 50mg Tablet,1122,23,10,7636,1122,2,1,2020-06-01 00:19:36,14950
300005,Love Guru 50mg Tablet,Love Guru 50mg Tablet,1123,23,10,7636,1123,2,1,2020-06-01 00:20:31,14851
300008,Anytime 100mg Tablet,Anytime 100mg Tablet,1111,8,10,2744,1111,2,1,2020-05-31 23:19:42,2744
300008,Anytime 100mg Tablet,Anytime 100mg Tablet,1115,23,10,7889,1115,2,1,2020-06-01 00:04:27,14950
300008,Anytime 100mg Tablet,Anytime 100mg Tablet,1116,23,10,7889,1116,2,1,2020-06-01 00:07:06,14950
300008,Anytime 100mg Tablet,Anytime 100mg Tablet,1117,23,10,7889,1117,2,1,2020-06-01 00:09:38,14950
300008,Anytime 100mg Tablet,Anytime 100mg Tablet,1118,23,10,7889,1118,2,1,2020-06-01 00:10:59,14950
300008,Anytime 100mg Tablet,Anytime 100mg Tablet,1119,23,10,7889,1119,2,1,2020-06-01 00:13:49,14950
300008,Anytime 100mg Tablet,Anytime 100mg Tablet,1120,23,10,7889,1120,2,1,2020-06-01 00:16:52,14950
300008,Anytime 100mg Tablet,Anytime 100mg Tablet,1121,23,10,7889,1121,2,1,2020-06-01 00:18:25,14950
300008,Anytime 100mg Tablet,Anytime 100mg Tablet,1122,23,10,7889,1122,2,1,2020-06-01 00:19:36,14950
300008,Anytime 100mg Tablet,Anytime 100mg Tablet,1123,23,10,7889,1123,2,1,2020-06-01 00:20:31,14851
300009,Puagra 50mg Tablet,Puagra 50mg Tablet,1112,13,10,1716,1112,2,1,2020-05-31 23:44:21,85.8
300009,Puagra 50mg Tablet,Puagra 50mg Tablet,1114,23,10,3036,1114,2,1,2020-06-01 00:01:23,7061
300009,Puagra 50mg Tablet,Puagra 50mg Tablet,1115,23,10,3036,1115,2,1,2020-06-01 00:04:27,14950
300009,Puagra 50mg Tablet,Puagra 50mg Tablet,1116,23,10,3036,1116,2,1,2020-06-01 00:07:06,14950
300009,Puagra 50mg Tablet,Puagra 50mg Tablet,1117,23,10,3036,1117,2,1,2020-06-01 00:09:38,14950
300009,Puagra 50mg Tablet,Puagra 50mg Tablet,1118,23,10,3036,1118,2,1,2020-06-01 00:10:59,14950
300009,Puagra 50mg Tablet,Puagra 50mg Tablet,1119,23,10,3036,1119,2,1,2020-06-01 00:13:49,14950
300009,Puagra 50mg Tablet,Puagra 50mg Tablet,1120,23,10,3036,1120,2,1,2020-06-01 00:16:52,14950
300009,Puagra 50mg Tablet,Puagra 50mg Tablet,1121,23,10,3036,1121,2,1,2020-06-01 00:18:25,14950
300009,Puagra 50mg Tablet,Puagra 50mg Tablet,1122,23,10,3036,1122,2,1,2020-06-01 00:19:36,14950
300009,Puagra 50mg Tablet,Puagra 50mg Tablet,1123,8,10,1056,1123,2,1,2020-06-01 00:20:31,14851
300010,Exigra 100mg Tablet,Exigra 100mg Tablet,1113,23,10,5359,1113,2,1,2020-05-31 23:46:42,5359
300010,Exigra 100mg Tablet,Exigra 100mg Tablet,1114,23,10,5359,1114,2,1,2020-06-01 00:01:23,7061
300010,Exigra 100mg Tablet,Exigra 100mg Tablet,1115,23,10,5359,1115,2,1,2020-06-01 00:04:27,14950
300010,Exigra 100mg Tablet,Exigra 100mg Tablet,1116,23,10,5359,1116,2,1,2020-06-01 00:07:06,14950
300010,Exigra 100mg Tablet,Exigra 100mg Tablet,1117,23,10,5359,1117,2,1,2020-06-01 00:09:38,14950
300010,Exigra 100mg Tablet,Exigra 100mg Tablet,1118,23,10,5359,1118,2,1,2020-06-01 00:10:59,14950
300010,Exigra 100mg Tablet,Exigra 100mg Tablet,1119,23,10,5359,1119,2,1,2020-06-01 00:13:49,14950
300010,Exigra 100mg Tablet,Exigra 100mg Tablet,1120,23,10,5359,1120,2,1,2020-06-01 00:16:52,14950
300010,Exigra 100mg Tablet,Exigra 100mg Tablet,1121,23,10,5359,1121,2,1,2020-06-01 00:18:25,14950
